Anio,Codigo,Departamento,Población,Camas de hospitalización,Camas de observación,Consultorios de consulta externa,Consultorios en el servicio de urgencias,Mesas de partos,Número de unidades de odontología,Salas de quirófanos,Camas de hospitalización/Habitantes,Camas de observación/Habitantes,Consultorios de consulta externa/Habitantes,Consultorios en el servicio de urgencias/Habitantes,Mesas de partos/Habitantes,Número de unidades de odontología/Habitantes,Salas de quirófanos/Habitantes
2008,85.0,Casanare,347362.0,297,91,132,26,21,45,3,85.5,26.2,38.0,7.48,6.05,12.95,0.86
2008,19.0,Cauca,1325083.0,635,248,297,60,68,170,17,47.92,18.72,22.41,4.53,5.13,12.83,1.28
2008,20.0,Cesar,994256.0,763,207,215,60,55,78,15,76.74,20.82,21.62,6.03,5.53,7.85,1.51
2008,27.0,Chocó,437434.0,313,123,58,15,37,37,7,71.55,28.12,13.26,3.43,8.46,8.46,1.6
2008,25.0,Cundinamarca,2021042.0,1525,340,481,104,64,192,59,75.46,16.82,23.8,5.15,3.17,9.5,2.92
2008,23.0,Córdoba,1599129.0,742,150,268,57,47,108,15,46.4,9.38,16.76,3.56,2.94,6.75,0.94
2008,94.0,Guainía,34294.0,42,6,10,1,2,5,2,122.47,17.5,29.16,2.92,5.83,14.58,5.83
2008,95.0,Guaviare,72786.0,142,38,27,13,11,11,2,195.09,52.21,37.1,17.86,15.11,15.11,2.75
2008,41.0,Huila,977528.0,728,258,257,62,49,152,14,74.47,26.39,26.29,6.34,5.01,15.55,1.43
2008,44.0,La Guajira,691093.0,358,113,164,35,30,67,13,51.8,16.35,23.73,5.06,4.34,9.69,1.88
2008,47.0,Magdalena,1152422.0,697,174,222,57,63,110,13,60.48,15.1,19.26,4.95,5.47,9.55,1.13
2008,50.0,Meta,856385.0,629,172,152,44,35,70,9,73.45,20.08,17.75,5.14,4.09,8.17,1.05
2008,,Nacional,43072046.0,24882,6270,8478,2133,1463,5063,614,57.77,14.56,19.68,4.95,3.4,11.75,1.43
2008,52.0,Nariño,1549573.0,673,425,451,103,90,243,19,43.43,27.43,29.1,6.65,5.81,15.68,1.23
2008,54.0,Norte de Santander,1339682.0,863,263,215,68,71,123,15,64.42,19.63,16.05,5.08,5.3,9.18,1.12
2008,86.0,Putumayo,284917.0,282,93,77,16,12,43,9,98.98,32.64,27.03,5.62,4.21,15.09,3.16
2008,63.0,Quindío,514725.0,524,108,150,34,18,73,12,101.8,20.98,29.14,6.61,3.5,14.18,2.33
2008,66.0,Risaralda,893797.0,622,184,231,40,26,87,15,69.59,20.59,25.84,4.48,2.91,9.73,1.68
2008,68.0,Santander,1951797.0,1709,273,399,116,109,195,33,87.56,13.99,20.44,5.94,5.58,9.99,1.69
2008,70.0,Sucre,809414.0,589,191,181,46,46,63,8,72.77,23.6,22.36,5.68,5.68,7.78,0.99
2008,73.0,Tolima,1309513.0,1070,191,338,72,60,113,18,81.71,14.59,25.81,5.5,4.58,8.63,1.37
2008,76.0,Valle del Cauca,4284375.0,2004,506,888,125,75,381,67,46.77,11.81,20.73,2.92,1.75,8.89,1.56
2008,97.0,Vaupés,29123.0,17,6,4,1,1,4,1,58.37,20.6,13.73,3.43,3.43,13.73,3.43
2008,99.0,Vichada,84653.0,73,11,18,4,8,16,5,86.23,12.99,21.26,4.73,9.45,18.9,5.91
2009,91.0,Amazonas,64616.0,89,24,13,10,10,14,3,137.74,37.14,20.12,15.48,15.48,21.67,4.64
2009,5.0,Antioquia,5730377.0,3240,908,1247,218,171,483,76,56.54,15.85,21.76,3.8,2.98,8.43,1.33
2009,81.0,Arauca,226705.0,191,52,72,15,10,38,6,84.25,22.94,31.76,6.62,4.41,16.76,2.65
2009,8.0,Atlántico,2233274.0,644,142,178,41,34,70,11,28.84,6.36,7.97,1.84,1.52,3.13,0.49
2009,11.0,"Bogotá, D.C.",7031399.0,2897,423,940,122,37,280,74,41.2,6.02,13.37,1.74,0.53,3.98,1.05
2009,13.0,Bolívar,1888156.0,618,348,359,82,75,155,17,32.73,18.43,19.01,4.34,3.97,8.21,0.9
2009,15.0,Boyacá,1159850.0,842,231,471,120,62,260,25,72.6,19.92,40.61,10.35,5.35,22.42,2.16
2009,17.0,Caldas,985640.0,901,157,258,58,46,140,20,91.41,15.93,26.18,5.88,4.67,14.2,2.03
2009,18.0,Caquetá,388552.0,322,73,65,21,18,35,6,82.87,18.79,16.73,5.4,4.63,9.01,1.54
2009,85.0,Casanare,354621.0,182,71,121,27,21,42,4,51.32,20.02,34.12,7.61,5.92,11.84,1.13
2009,19.0,Cauca,1339006.0,625,251,314,63,70,173,18,46.68,18.75,23.45,4.7,5.23,12.92,1.34
2009,20.0,Cesar,1010507.0,735,203,260,54,51,78,14,72.74,20.09,25.73,5.34,5.05,7.72,1.39
2009,27.0,Chocó,448554.0,240,75,31,9,11,14,6,53.51,16.72,6.91,2.01,2.45,3.12,1.34
2009,25.0,Cundinamarca,2074250.0,1388,327,500,100,58,198,53,66.92,15.76,24.11,4.82,2.8,9.55,2.56
2009,23.0,Córdoba,1618376.0,893,160,270,59,47,107,15,55.18,9.89,16.68,3.65,2.9,6.61,0.93
2009,95.0,Guaviare,72900.0,142,28,27,13,11,11,2,194.79,38.41,37.04,17.83,15.09,15.09,2.74
2009,41.0,Huila,989375.0,840,286,258,66,53,783,14,84.9,28.91,26.08,6.67,5.36,79.14,1.42
2009,44.0,La Guajira,706943.0,387,136,196,38,34,78,15,54.74,19.24,27.73,5.38,4.81,11.03,2.12
2009,47.0,Magdalena,1170386.0,719,207,244,67,70,114,13,61.43,17.69,20.85,5.72,5.98,9.74,1.11
2009,50.0,Meta,876363.0,638,182,170,43,35,59,9,72.8,20.77,19.4,4.91,3.99,6.73,1.03
2009,,Nacional,43511221.0,25087,6664,9060,1865,1431,4477,599,57.66,15.32,20.82,4.29,3.29,10.29,1.38
2009,52.0,Nariño,1559747.0,708,393,489,103,88,257,18,45.39,25.2,31.35,6.6,5.64,16.48,1.15
2009,54.0,Norte de Santander,1352231.0,1024,312,220,67,71,120,19,75.73,23.07,16.27,4.95,5.25,8.87,1.41
2009,86.0,Putumayo,291199.0,201,60,72,12,11,45,5,69.02,20.6,24.73,4.12,3.78,15.45,1.72
2009,63.0,Quindío,515805.0,512,126,169,36,16,70,12,99.26,24.43,32.76,6.98,3.1,13.57,2.33
2009,66.0,Risaralda,898126.0,648,170,263,39,27,88,16,72.15,18.93,29.28,4.34,3.01,9.8,1.78
2009,68.0,Santander,1974226.0,1696,326,432,119,109,186,32,85.91,16.51,21.88,6.03,5.52,9.42,1.62
2009,70.0,Sucre,817937.0,535,221,187,50,44,63,8,65.41,27.02,22.86,6.11,5.38,7.7,0.98
2009,73.0,Tolima,1311076.0,1096,259,342,77,62,112,18,83.6,19.75,26.09,5.87,4.73,8.54,1.37
2009,76.0,Valle del Cauca,4303639.0,2039,496,870,128,68,384,64,47.38,11.53,20.22,2.97,1.58,8.92,1.49
2009,97.0,Vaupés,30394.0,14,6,5,3,3,5,1,46.06,19.74,16.45,9.87,9.87,16.45,3.29
2009,99.0,Vichada,86991.0,81,11,17,5,8,15,5,93.11,12.64,19.54,5.75,9.2,17.24,5.75
2010,91.0,Amazonas,65991.0,89,24,13,10,10,14,3,134.87,36.37,19.7,15.15,15.15,21.22,4.55
2010,5.0,Antioquia,5800160.0,3264,805,1229,220,166,489,70,56.27,13.88,21.19,3.79,2.86,8.43,1.21
2010,81.0,Arauca,228513.0,213,64,83,14,10,31,5,93.21,28.01,36.32,6.13,4.38,13.57,2.19
2010,8.0,Atlántico,2261656.0,685,142,182,39,36,73,12,30.29,6.28,8.05,1.72,1.59,3.23,0.53
2010,11.0,"Bogotá, D.C.",7096886.0,2799,447,991,123,37,276,73,39.44,6.3,13.96,1.73,0.52,3.89,1.03
2010,13.0,Bolívar,1907930.0,622,333,364,81,76,150,13,32.6,17.45,19.08,4.25,3.98,7.86,0.68
2010,15.0,Boyacá,1165204.0,815,218,473,99,57,250,24,69.94,18.71,40.59,8.5,4.89,21.46,2.06
2010,17.0,Caldas,984304.0,894,186,260,57,45,133,19,90.83,18.9,26.41,5.79,4.57,13.51,1.93
2010,18.0,Caquetá,390645.0,283,78,60,20,19,35,6,72.44,19.97,15.36,5.12,4.86,8.96,1.54
2010,85.0,Casanare,361824.0,261,108,102,29,21,44,4,72.13,29.85,28.19,8.01,5.8,12.16,1.11
2010,19.0,Cauca,1352942.0,627,252,315,64,74,172,20,46.34,18.63,23.28,4.73,5.47,12.71,1.48
2010,20.0,Cesar,1027089.0,757,216,214,55,58,77,15,73.7,21.03,20.84,5.35,5.65,7.5,1.46
2010,27.0,Chocó,459453.0,233,70,29,6,7,10,4,50.71,15.24,6.31,1.31,1.52,2.18,0.87
2010,25.0,Cundinamarca,2134776.0,1538,362,568,104,64,225,51,72.05,16.96,26.61,4.87,3.0,10.54,2.39
2010,23.0,Córdoba,1637310.0,736,229,283,61,48,126,14,44.95,13.99,17.28,3.73,2.93,7.7,0.86
2010,95.0,Guaviare,73194.0,142,39,30,13,11,10,2,194.0,53.28,40.99,17.76,15.03,13.66,2.73
2010,41.0,Huila,1001372.0,836,310,237,67,49,136,14,83.49,30.96,23.67,6.69,4.89,13.58,1.4
2010,44.0,La Guajira,722913.0,379,158,221,37,35,88,15,52.43,21.86,30.57,5.12,4.84,12.17,2.07
2010,47.0,Magdalena,1188000.0,750,242,277,69,76,112,15,63.13,20.37,23.32,5.81,6.4,9.43,1.26
2010,50.0,Meta,896034.0,716,180,211,47,36,63,10,79.91,20.09,23.55,5.25,4.02,7.03,1.12
2010,,Nacional,43987712.0,25050,6988,9139,1863,1443,3863,584,56.95,15.89,20.78,4.24,3.28,8.78,1.33
2010,52.0,Nariño,1569413.0,657,439,479,107,95,266,14,41.86,27.97,30.52,6.82,6.05,16.95,0.89
2010,54.0,Norte de Santander,1363889.0,851,321,223,73,69,121,17,62.4,23.54,16.35,5.35,5.06,8.87,1.25
2010,86.0,Putumayo,297600.0,221,65,73,12,11,39,5,74.26,21.84,24.53,4.03,3.7,13.1,1.68
2010,63.0,Quindío,517347.0,523,139,159,34,15,71,10,101.09,26.87,30.73,6.57,2.9,13.72,1.93
2010,66.0,Risaralda,902994.0,658,186,264,39,24,89,16,72.87,20.6,29.24,4.32,2.66,9.86,1.77
2010,68.0,Santander,1996352.0,1636,318,395,115,104,177,30,81.95,15.93,19.79,5.76,5.21,8.87,1.5
2010,70.0,Sucre,826411.0,542,230,197,44,45,61,8,65.58,27.83,23.84,5.32,5.45,7.38,0.97
2010,73.0,Tolima,1312768.0,1266,284,383,86,65,124,21,96.44,21.63,29.17,6.55,4.95,9.45,1.6
2010,76.0,Valle del Cauca,4323751.0,1962,526,803,132,69,382,67,45.38,12.17,18.57,3.05,1.6,8.83,1.55
2010,97.0,Vaupés,31677.0,14,6,4,1,3,4,2,44.2,18.94,12.63,3.16,9.47,12.63,6.31
2010,99.0,Vichada,89314.0,81,11,17,5,8,15,5,90.69,12.32,19.03,5.6,8.96,16.79,5.6
2011,91.0,Amazonas,67361.0,85,26,13,2,10,12,2,126.19,38.6,19.3,2.97,14.85,17.81,2.97
2011,5.0,Antioquia,5869191.0,3321,898,1100,226,162,495,73,56.58,15.3,18.74,3.85,2.76,8.43,1.24
2011,81.0,Arauca,230349.0,211,63,82,16,10,32,6,91.6,27.35,35.6,6.95,4.34,13.89,2.6
2011,8.0,Atlántico,2288947.0,673,152,181,40,33,70,13,29.4,6.64,7.91,1.75,1.44,3.06,0.57
2011,11.0,"Bogotá, D.C.",7152656.0,3006,472,1016,132,36,274,75,42.03,6.6,14.2,1.85,0.5,3.83,1.05
2011,13.0,Bolívar,1926597.0,695,372,363,94,69,144,18,36.07,19.31,18.84,4.88,3.58,7.47,0.93
2011,15.0,Boyacá,1170640.0,855,211,474,103,59,253,23,73.04,18.02,40.49,8.8,5.04,21.61,1.96
2011,17.0,Caldas,983498.0,827,165,268,55,45,131,17,84.09,16.78,27.25,5.59,4.58,13.32,1.73
2011,18.0,Caquetá,392611.0,290,78,67,21,19,32,4,73.86,19.87,17.07,5.35,4.84,8.15,1.02
2011,85.0,Casanare,368912.0,313,104,129,29,21,43,3,84.84,28.19,34.97,7.86,5.69,11.66,0.81
2011,19.0,Cauca,1366758.0,683,271,321,63,72,189,17,49.97,19.83,23.49,4.61,5.27,13.83,1.24
2011,20.0,Cesar,1043754.0,770,269,248,57,54,80,16,73.77,25.77,23.76,5.46,5.17,7.66,1.53
2011,27.0,Chocó,470087.0,224,47,34,6,7,9,4,47.65,10.0,7.23,1.28,1.49,1.91,0.85
2011,25.0,Cundinamarca,2202092.0,1646,384,543,100,63,224,51,74.75,17.44,24.66,4.54,2.86,10.17,2.32
2011,23.0,Córdoba,1655818.0,813,326,295,69,51,130,14,49.1,19.69,17.82,4.17,3.08,7.85,0.85
2011,94.0,Guainía,38072.0,57,8,13,4,5,10,3,149.72,21.01,34.15,10.51,13.13,26.27,7.88
2011,95.0,Guaviare,73652.0,139,35,26,13,11,11,2,188.73,47.52,35.3,17.65,14.94,14.94,2.72
2011,41.0,Huila,1013418.0,903,399,261,68,50,161,20,89.1,39.37,25.75,6.71,4.93,15.89,1.97
2011,44.0,La Guajira,738743.0,336,156,222,35,33,88,12,45.48,21.12,30.05,4.74,4.47,11.91,1.62
2011,47.0,Magdalena,1204977.0,775,251,290,67,70,109,16,64.32,20.83,24.07,5.56,5.81,9.05,1.33
2011,50.0,Meta,915277.0,731,186,202,48,34,64,9,79.87,20.32,22.07,5.24,3.71,6.99,0.98
2011,,Nacional,44491705.0,26601,7510,9566,1956,1434,3970,595,59.79,16.88,21.5,4.4,3.22,8.92,1.34
2011,52.0,Nariño,1578559.0,704,456,493,113,95,263,16,44.6,28.89,31.23,7.16,6.02,16.66,1.01
2011,54.0,Norte de Santander,1374254.0,889,294,222,74,68,124,12,64.69,21.39,16.15,5.38,4.95,9.02,0.87
2011,86.0,Putumayo,303929.0,237,63,72,12,9,37,5,77.98,20.73,23.69,3.95,2.96,12.17,1.65
2011,63.0,Quindío,519089.0,531,160,164,35,16,69,10,102.29,30.82,31.59,6.74,3.08,13.29,1.93
2011,66.0,Risaralda,907896.0,643,188,263,39,22,83,14,70.82,20.71,28.97,4.3,2.42,9.14,1.54
2011,68.0,Santander,2017680.0,1581,338,410,115,102,181,28,78.36,16.75,20.32,5.7,5.06,8.97,1.39
2011,70.0,Sucre,834736.0,610,211,200,45,42,65,9,73.08,25.28,23.96,5.39,5.03,7.79,1.08
2011,73.0,Tolima,1314479.0,2044,375,689,133,90,186,32,155.5,28.53,52.42,10.12,6.85,14.15,2.43
2011,76.0,Valle del Cauca,4343131.0,1918,535,884,132,68,388,65,44.16,12.32,20.35,3.04,1.57,8.93,1.5
2011,97.0,Vaupés,32940.0,14,6,5,3,3,5,1,42.5,18.21,15.18,9.11,9.11,15.18,3.04
2011,99.0,Vichada,91602.0,77,11,16,7,5,8,5,84.06,12.01,17.47,7.64,5.46,8.73,5.46
2012,91.0,Amazonas,68681.0,88,26,31,7,10,12,2,128.13,37.86,45.14,10.19,14.56,17.47,2.91
2012,5.0,Antioquia,5935916.0,3245,937,1275,223,158,506,76,54.67,15.79,21.48,3.76,2.66,8.52,1.28
2012,81.0,Arauca,232316.0,217,76,78,16,9,35,8,93.41,32.71,33.57,6.89,3.87,15.07,3.44
2012,8.0,Atlántico,2315361.0,665,172,180,38,32,72,13,28.72,7.43,7.77,1.64,1.38,3.11,0.56
2012,11.0,"Bogotá, D.C.",7195980.0,3004,476,1060,126,36,279,72,41.75,6.61,14.73,1.75,0.5,3.88,1.0
2012,13.0,Bolívar,1944299.0,871,370,392,102,76,166,20,44.8,19.03,20.16,5.25,3.91,8.54,1.03
2012,15.0,Boyacá,1176069.0,848,216,488,1478,54,252,24,72.1,18.37,41.49,125.67,4.59,21.43,2.04
2012,17.0,Caldas,982904.0,805,176,250,58,41,133,18,81.9,17.91,25.43,5.9,4.17,13.53,1.83
2012,18.0,Caquetá,394379.0,299,99,67,23,19,33,3,75.82,25.1,16.99,5.83,4.82,8.37,0.76
2012,85.0,Casanare,375872.0,299,104,106,29,21,38,3,79.55,27.67,28.2,7.72,5.59,10.11,0.8
2012,19.0,Cauca,1380257.0,718,267,311,62,72,194,19,52.02,19.34,22.53,4.49,5.22,14.06,1.38
2012,20.0,Cesar,1060658.0,763,240,242,62,54,79,16,71.94,22.63,22.82,5.85,5.09,7.45,1.51
2012,27.0,Chocó,480391.0,239,73,34,8,8,11,2,49.75,15.2,7.08,1.67,1.67,2.29,0.42
2012,25.0,Cundinamarca,2276097.0,1701,404,653,103,60,252,53,74.73,17.75,28.69,4.53,2.64,11.07,2.33
2012,23.0,Córdoba,1673891.0,805,334,324,70,55,128,14,48.09,19.95,19.36,4.18,3.29,7.65,0.84
2012,94.0,Guainía,39354.0,57,8,13,4,5,10,3,144.84,20.33,33.03,10.16,12.71,25.41,7.62
2012,95.0,Guaviare,74281.0,121,36,33,13,5,12,2,162.89,48.46,44.43,17.5,6.73,16.15,2.69
2012,41.0,Huila,1025384.0,992,290,269,70,46,179,19,96.74,28.28,26.23,6.83,4.49,17.46,1.85
2012,44.0,La Guajira,754574.0,411,163,231,39,35,85,12,54.47,21.6,30.61,5.17,4.64,11.26,1.59
2012,47.0,Magdalena,1221419.0,771,215,229,64,72,115,15,63.12,17.6,18.75,5.24,5.89,9.42,1.23
2012,50.0,Meta,933966.0,673,195,204,49,36,66,9,72.06,20.88,21.84,5.25,3.85,7.07,0.96
2012,,Nacional,44939938.0,26025,7456,9560,3327,1401,4045,619,57.91,16.59,21.27,7.4,3.12,9.0,1.38
2012,52.0,Nariño,1586945.0,697,469,504,111,89,269,17,43.92,29.55,31.76,6.99,5.61,16.95,1.07
2012,54.0,Norte de Santander,1383705.0,834,280,229,80,67,123,12,60.27,20.24,16.55,5.78,4.84,8.89,0.87
2012,86.0,Putumayo,310027.0,283,88,77,15,11,40,6,91.28,28.38,24.84,4.84,3.55,12.9,1.94
2012,63.0,Quindío,520697.0,539,146,158,33,17,76,10,103.52,28.04,30.34,6.34,3.26,14.6,1.92
2012,66.0,Risaralda,912087.0,647,194,281,45,22,87,14,70.94,21.27,30.81,4.93,2.41,9.54,1.53
2012,68.0,Santander,2038122.0,1610,352,392,119,102,177,29,78.99,17.27,19.23,5.84,5.0,8.68,1.42
2012,70.0,Sucre,842950.0,609,192,209,44,46,66,9,72.25,22.78,24.79,5.22,5.46,7.83,1.07
2012,73.0,Tolima,1316054.0,1262,267,313,91,63,121,22,95.89,20.29,23.78,6.91,4.79,9.19,1.67
2012,76.0,Valle del Cauca,4359288.0,1869,573,904,134,70,418,94,42.87,13.14,20.74,3.07,1.61,9.59,2.16
2012,97.0,Vaupés,34165.0,14,6,5,3,3,5,1,40.98,17.56,14.63,8.78,8.78,14.63,2.93
2012,99.0,Vichada,93849.0,69,12,18,8,7,6,2,73.52,12.79,19.18,8.52,7.46,6.39,2.13
2013,91.0,Amazonas,69953.0,96,30,27,10,9,11,2,137.24,42.89,38.6,14.3,12.87,15.72,2.86
2013,5.0,Antioquia,6001151.0,3184,937,1119,206,154,492,65,53.06,15.61,18.65,3.43,2.57,8.2,1.08
2013,81.0,Arauca,234529.0,281,82,81,16,9,30,8,119.81,34.96,34.54,6.82,3.84,12.79,3.41
2013,8.0,Atlántico,2341335.0,689,185,207,44,32,76,14,29.43,7.9,8.84,1.88,1.37,3.25,0.6
2013,11.0,"Bogotá, D.C.",7228427.0,3092,510,1062,128,35,269,70,42.78,7.06,14.69,1.77,0.48,3.72,0.97
2013,13.0,Bolívar,1961250.0,897,395,400,95,69,163,19,45.74,20.14,20.4,4.84,3.52,8.31,0.97
2013,15.0,Boyacá,1181580.0,862,213,497,88,49,241,24,72.95,18.03,42.06,7.45,4.15,20.4,2.03
2013,17.0,Caldas,982563.0,685,174,270,63,43,133,18,69.72,17.71,27.48,6.41,4.38,13.54,1.83
2013,18.0,Caquetá,395947.0,301,95,67,22,18,31,3,76.02,23.99,16.92,5.56,4.55,7.83,0.76
2013,85.0,Casanare,382735.0,271,120,112,28,21,42,2,70.81,31.35,29.26,7.32,5.49,10.97,0.52
2013,19.0,Cauca,1393465.0,737,280,271,62,63,179,18,52.89,20.09,19.45,4.45,4.52,12.85,1.29
2013,20.0,Cesar,1078033.0,756,230,263,64,53,86,15,70.13,21.34,24.4,5.94,4.92,7.98,1.39
2013,27.0,Chocó,490338.0,213,79,37,9,9,11,3,43.44,16.11,7.55,1.84,1.84,2.24,0.61
2013,25.0,Cundinamarca,2357339.0,1747,406,638,104,62,258,52,74.11,17.22,27.06,4.41,2.63,10.94,2.21
2013,23.0,Córdoba,1691609.0,757,321,345,72,42,119,14,44.75,18.98,20.39,4.26,2.48,7.03,0.83
2013,94.0,Guainía,40638.0,54,6,7,4,4,9,2,132.88,14.76,17.23,9.84,9.84,22.15,4.92
2013,95.0,Guaviare,75092.0,117,35,28,11,5,9,2,155.81,46.61,37.29,14.65,6.66,11.99,2.66
2013,41.0,Huila,1037252.0,1002,353,278,72,45,172,17,96.6,34.03,26.8,6.94,4.34,16.58,1.64
2013,44.0,La Guajira,770616.0,437,177,247,42,31,91,11,56.71,22.97,32.05,5.45,4.02,11.81,1.43
2013,47.0,Magdalena,1237543.0,756,223,312,69,70,121,18,61.09,18.02,25.21,5.58,5.66,9.78,1.45
2013,50.0,Meta,952101.0,671,170,276,50,35,75,9,70.48,17.86,28.99,5.25,3.68,7.88,0.95
2013,,Nacional,45373399.0,26013,7733,9862,1947,1340,4011,561,57.33,17.04,21.74,4.29,2.95,8.84,1.24
2013,52.0,Nariño,1594354.0,687,518,544,111,85,282,17,43.09,32.49,34.12,6.96,5.33,17.69,1.07
2013,54.0,Norte de Santander,1392708.0,826,269,233,78,68,124,14,59.31,19.31,16.73,5.6,4.88,8.9,1.01
2013,86.0,Putumayo,315941.0,363,109,85,18,13,48,9,114.89,34.5,26.9,5.7,4.11,15.19,2.85
2013,63.0,Quindío,522157.0,533,170,188,34,17,75,10,102.08,32.56,36.0,6.51,3.26,14.36,1.92
2013,66.0,Risaralda,915413.0,646,199,294,42,21,93,14,70.57,21.74,32.12,4.59,2.29,10.16,1.53
2013,68.0,Santander,2057952.0,1570,389,406,121,94,173,29,76.29,18.9,19.73,5.88,4.57,8.41,1.41
2013,70.0,Sucre,851157.0,633,210,226,42,44,62,10,74.37,24.67,26.55,4.93,5.17,7.28,1.17
2013,73.0,Tolima,1317507.0,1261,325,330,94,62,121,18,95.71,24.67,25.05,7.13,4.71,9.18,1.37
2013,76.0,Valle del Cauca,4371304.0,1785,511,985,137,67,400,51,40.83,11.69,22.53,3.13,1.53,9.15,1.17
2013,97.0,Vaupés,35353.0,14,6,5,3,3,5,1,39.6,16.97,14.14,8.49,8.49,14.14,2.83
2013,99.0,Vichada,96057.0,90,6,22,8,8,10,2,93.69,6.25,22.9,8.33,8.33,10.41,2.08
2014,91.0,Amazonas,71215.0,86,36,27,10,9,11,2,120.76,50.55,37.91,14.04,12.64,15.45,2.81
2014,5.0,Antioquia,6066806.0,3305,923,1300,226,150,485,67,54.48,15.21,21.43,3.73,2.47,7.99,1.1
2014,81.0,Arauca,236931.0,283,84,120,17,9,29,11,119.44,35.45,50.65,7.18,3.8,12.24,4.64
2014,8.0,Atlántico,2366899.0,687,185,211,42,33,81,14,29.03,7.82,8.91,1.77,1.39,3.42,0.59
2014,11.0,"Bogotá, D.C.",7252949.0,3051,539,965,126,33,261,72,42.07,7.43,13.3,1.74,0.45,3.6,0.99
2014,13.0,Bolívar,1977478.0,930,394,409,97,66,167,18,47.03,19.92,20.68,4.91,3.34,8.45,0.91
2014,15.0,Boyacá,1187249.0,885,209,494,72,48,234,24,74.54,17.6,41.61,6.06,4.04,19.71,2.02
2014,17.0,Caldas,982933.0,679,179,272,63,42,130,19,69.08,18.21,27.67,6.41,4.27,13.23,1.93
2014,18.0,Caquetá,397383.0,331,97,79,22,21,32,4,83.29,24.41,19.88,5.54,5.28,8.05,1.01
2014,85.0,Casanare,389511.0,334,135,94,28,21,44,3,85.75,34.66,24.13,7.19,5.39,11.3,0.77
2014,19.0,Cauca,1406735.0,753,304,255,65,61,196,16,53.53,21.61,18.13,4.62,4.34,13.93,1.14
2014,20.0,Cesar,1095719.0,780,234,268,64,50,88,15,71.19,21.36,24.46,5.84,4.56,8.03,1.37
2014,27.0,Chocó,499946.0,237,84,37,9,9,12,3,47.41,16.8,7.4,1.8,1.8,2.4,0.6
2014,25.0,Cundinamarca,2446138.0,1691,429,659,104,61,274,52,69.13,17.54,26.94,4.25,2.49,11.2,2.13
2014,23.0,Córdoba,1709003.0,769,334,337,72,43,127,13,45.0,19.54,19.72,4.21,2.52,7.43,0.76
2014,94.0,Guainía,41946.0,48,6,7,3,4,5,2,114.43,14.3,16.69,7.15,9.54,11.92,4.77
2014,95.0,Guaviare,76101.0,106,39,29,6,4,11,2,139.29,51.25,38.11,7.88,5.26,14.45,2.63
2014,41.0,Huila,1049215.0,984,449,302,71,45,165,17,93.78,42.79,28.78,6.77,4.29,15.73,1.62
2014,44.0,La Guajira,786618.0,445,189,244,43,32,97,16,56.57,24.03,31.02,5.47,4.07,12.33,2.03
2014,47.0,Magdalena,1253211.0,794,226,316,71,68,120,17,63.36,18.03,25.22,5.67,5.43,9.58,1.36
2014,50.0,Meta,969808.0,663,194,286,56,35,75,9,68.36,20.0,29.49,5.77,3.61,7.73,0.93
2014,,Nacional,45804547.0,26009,8068,9897,1939,1309,4063,565,56.78,17.61,21.61,4.23,2.86,8.87,1.23
2014,52.0,Nariño,1601466.0,715,500,531,90,84,292,18,44.65,31.22,33.16,5.62,5.25,18.23,1.12
2014,54.0,Norte de Santander,1401015.0,815,281,239,80,70,124,15,58.17,20.06,17.06,5.71,5.0,8.85,1.07
2014,86.0,Putumayo,321850.0,312,119,79,21,10,54,8,96.94,36.97,24.55,6.52,3.11,16.78,2.49
2014,63.0,Quindío,523970.0,537,148,162,35,14,75,8,102.49,28.25,30.92,6.68,2.67,14.31,1.53
2014,66.0,Risaralda,918965.0,689,203,269,42,21,96,14,74.98,22.09,29.27,4.57,2.29,10.45,1.52
2014,68.0,Santander,2077348.0,1477,377,411,127,94,177,27,71.1,18.15,19.78,6.11,4.53,8.52,1.3
2014,70.0,Sucre,859324.0,608,243,194,40,41,66,10,70.75,28.28,22.58,4.65,4.77,7.68,1.16
2014,73.0,Tolima,1319060.0,1134,358,323,87,59,120,17,85.97,27.14,24.49,6.6,4.47,9.1,1.29
2014,76.0,Valle del Cauca,4383018.0,1775,555,954,140,63,403,50,40.5,12.66,21.77,3.19,1.44,9.19,1.14
2014,97.0,Vaupés,36509.0,14,6,5,3,3,5,1,38.35,16.43,13.7,8.22,8.22,13.7,2.74
2014,99.0,Vichada,98228.0,92,9,19,7,6,7,1,93.66,9.16,19.34,7.13,6.11,7.13,1.02
2015,91.0,Amazonas,72485.0,86,36,27,10,9,11,2,118.65,49.67,37.25,13.8,12.42,15.18,2.76
2015,5.0,Antioquia,6134953.0,3777,986,1236,225,148,494,65,61.57,16.07,20.15,3.67,2.41,8.05,1.06
2015,81.0,Arauca,239772.0,328,77,116,16,9,25,11,136.8,32.11,48.38,6.67,3.75,10.43,4.59
2015,8.0,Atlántico,2393557.0,692,199,175,47,33,83,13,28.91,8.31,7.31,1.96,1.38,3.47,0.54
2015,11.0,"Bogotá, D.C.",7273265.0,3216,580,1011,132,33,255,74,44.22,7.97,13.9,1.81,0.45,3.51,1.02
2015,13.0,Bolívar,1993760.0,962,443,448,104,68,157,18,48.25,22.22,22.47,5.22,3.41,7.87,0.9
2015,15.0,Boyacá,1193206.0,903,220,480,69,44,218,25,75.68,18.44,40.23,5.78,3.69,18.27,2.1
