Codigo_Departamento,Departamento,Codigo_Municipio,Municipio,Municipio_Departamento,Población,Distancia_IPS_Nivel_1_Modelo,Distancia_IPS_Nivel_2_Modelo,Distancia_IPS_Nivel_3_Modelo,Distancia_Poblacion_IPS_Nivel_1_Modelo,Distancia_Poblacion_IPS_Nivel_2_Modelo,Distancia_Poblacion_IPS_Nivel_3_Modelo,Distancia_IPS_Nivel_1_Publicas,Distancia_IPS_Nivel_2_Publicas,Distancia_IPS_Nivel_3_Publicas,Distancia_Poblacion_IPS_Nivel_1_Publicas,Distancia_Poblacion_IPS_Nivel_2_Publicas,Distancia_Poblacion_IPS_Nivel_3_Publicas
70,Sucre,70204,Coloso,Coloso (Sucre),9189,0.0,11.406024647323648,21.79539220023236,0.0,0.0020319436647576097,0.003882773400157541,0.0,21.79539220023236,107.9431714087074,0.0,0.003882773400157541,0.01922970097642505
20,Cesar,20178,Chiriguaná,Chiriguaná (Cesar),31188,0.0,0.0,88.18460210668611,0.0,0.0,0.05331990795672345,0.0,0.0,186.34594805236503,0.0,0.0,0.11267215092993127
20,Cesar,20032,Astrea,Astrea (Cesar),22498,0.0,36.26504613432911,94.64211851679026,0.0,0.015817624174616095,0.041279789256105884,0.0,43.98471031327961,165.68345811346154,0.0,0.019184688600360666,0.07226569249855898
70,Sucre,70717,San Pedro,San Pedro (Sucre),19810,0.0,31.83077444603024,44.21463979435552,0.0,0.012224772521501497,0.01698085965588355,0.0,34.22084845972271,126.70458014827304,0.0,0.013142692730338464,0.048661545209063135
20,Cesar,20175,Chimichagua,Chimichagua (Cesar),38317,0.0,23.2876579987862,112.48977647824508,0.0,0.01729921591565387,0.08356292984473716,0.0,23.2876579987862,192.04366164204905,0.0,0.01729921591565387,0.1426594622847751
70,Sucre,70418,Los Palmitos,Los Palmitos (Sucre),24335,0.0,12.96735277999534,26.71960839687753,0.0,0.006117750799806685,0.012605803853250122,0.0,26.71960839687753,118.2627257829342,0.0,0.012605803853250122,0.05579410829032172
70,Sucre,70473,Morroa,Morroa (Sucre),16160,0.0,0.0,14.221762925528704,0.0,0.0,0.004455576421041217,0.0,14.221762925528704,119.33081905849454,0.0,0.004455576421041217,0.03738549056714769
47,Magdalena,47692,San Sebastián de Buenavista,San Sebastián de Buenavista (Magdalena),21799,0.0,16.011205279613776,123.24147311076486,0.0,0.006766587510924308,0.052083787461085586,0.0,37.84300103139318,160.49002061563465,0.0,0.015993048223606168,0.06782561026236084
47,Magdalena,47703,San Zenón,San Zenón (Magdalena),13125,0.0,23.655779273870923,117.91271090554449,0.0,0.006019295677955824,0.030003301219239772,0.0,27.409766473526684,159.546477784145,0.0,0.0069745108355028975,0.04059715864951213
13,Bolívar,13430,Magangué,Magangué (Bolívar),143690,0.0,0.0,84.98267375277841,0.0,0.0,0.2367369463959397,0.0,0.0,175.73094579046082,0.0,0.0,0.4895351682476804
